Agency,SiteNumber,Date,Groundwater_in_FeetBelowLandSurface,StationName,Latitude,Longitude,CoordinateAccuracy,CoordinateDatum,CountyCode,LandSurface_or_GageAltitude
USGS,3.63442E+14,5/12/2022,4.87,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,5/13/2022,4.94,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,5/14/2022,5.09,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,5/15/2022,5.21,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,5/16/2022,5.37,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,5/17/2022,5.48,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,5/18/2022,5.45,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,5/19/2022,5.47,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,5/20/2022,5.58,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,5/21/2022,5.82,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,5/22/2022,5.81,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,5/23/2022,5.65,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,5/24/2022,5.55,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,5/25/2022,5.26,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,5/26/2022,5.16,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,5/27/2022,5.21,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,5/28/2022,5.21,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,5/29/2022,5.2,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,5/30/2022,5.29,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,5/31/2022,5.46,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/1/2022,5.55,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/2/2022,5.65,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/3/2022,,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/4/2022,,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/5/2022,,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/6/2022,,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/7/2022,,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/8/2022,,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/9/2022,,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/10/2022,,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/11/2022,,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/12/2022,,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/13/2022,,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/14/2022,,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/15/2022,,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/16/2022,,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/17/2022,11.38,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/18/2022,9.13,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/19/2022,8.91,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/20/2022,11.42,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/21/2022,12.75,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/22/2022,12.37,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/23/2022,13.98,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/24/2022,13.87,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/25/2022,14.52,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/26/2022,13.32,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/27/2022,12.91,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/28/2022,14.34,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/29/2022,13.43,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,6/30/2022,11.72,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/1/2022,11.09,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/2/2022,12.24,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/3/2022,14.72,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/4/2022,14.99,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/5/2022,14.9,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/6/2022,15.25,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/7/2022,15.45,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/8/2022,15.75,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/9/2022,14.8,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/10/2022,14.4,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/11/2022,15.36,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/12/2022,14.6,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/13/2022,14.33,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/14/2022,15.56,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/15/2022,16.12,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/16/2022,15.27,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/17/2022,14.28,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/18/2022,13.52,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/19/2022,13.74,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/20/2022,15.34,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/21/2022,16.04,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/22/2022,16.08,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/23/2022,14.57,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/24/2022,13.85,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/25/2022,14.71,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/26/2022,15.3,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/27/2022,14.58,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/28/2022,14.49,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/29/2022,13.18,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/30/2022,12.62,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,7/31/2022,12.67,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,8/1/2022,14.91,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,8/2/2022,14.17,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,8/3/2022,12.89,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,8/4/2022,12.41,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,8/5/2022,13.73,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,8/6/2022,15.14,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,8/7/2022,15.5,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,8/8/2022,14.62,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,8/9/2022,13.38,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,8/10/2022,14.33,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,8/11/2022,15.54,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,8/12/2022,16.02,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,8/13/2022,15.15,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,8/14/2022,13.95,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,8/15/2022,14.35,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,8/16/2022,15.71,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,8/17/2022,15.13,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,8/18/2022,15.03,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,8/19/2022,14.95,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63442E+14,8/20/2022,14.71,Naylor,36.5792222,-90.6129444,1,NAD83,181,303
USGS,3.63551E+14,8/21/2021,28.7,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,8/22/2021,28.62,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,8/23/2021,28.57,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,8/24/2021,28.53,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,8/25/2021,28.52,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,8/26/2021,28.56,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,8/27/2021,28.69,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,8/28/2021,28.78,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,8/29/2021,28.82,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,8/30/2021,28.86,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,8/31/2021,28.93,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/1/2021,29.03,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/2/2021,29.18,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/3/2021,29.28,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/4/2021,29.32,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/5/2021,29.32,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/6/2021,29.28,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/7/2021,29.19,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/8/2021,29.11,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/9/2021,29.04,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/10/2021,29,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/11/2021,28.99,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/12/2021,28.96,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/13/2021,28.93,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/14/2021,28.89,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/15/2021,28.86,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/16/2021,28.84,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/17/2021,28.86,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/18/2021,28.82,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/19/2021,28.73,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/20/2021,28.64,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/21/2021,28.56,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/22/2021,28.47,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/23/2021,28.39,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/24/2021,28.34,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/25/2021,28.26,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/26/2021,28.14,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/27/2021,28.07,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/28/2021,28.03,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/29/2021,27.96,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,9/30/2021,27.89,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/1/2021,27.8,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/2/2021,27.71,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/3/2021,27.62,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/4/2021,27.54,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/5/2021,27.45,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/6/2021,27.37,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/7/2021,27.29,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/8/2021,27.2,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/9/2021,27.12,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/10/2021,27.04,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/11/2021,26.96,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/12/2021,26.88,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/13/2021,26.79,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/14/2021,26.71,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/15/2021,26.63,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/16/2021,26.55,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/17/2021,26.47,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/18/2021,26.39,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/19/2021,26.32,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/20/2021,26.25,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/21/2021,26.17,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/22/2021,26.1,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/23/2021,26.03,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/24/2021,25.95,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/25/2021,25.88,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/26/2021,25.8,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/27/2021,25.73,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/28/2021,25.66,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/29/2021,25.58,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/30/2021,25.51,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,10/31/2021,25.44,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/1/2021,25.37,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/2/2021,25.31,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/3/2021,25.24,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/4/2021,25.18,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/5/2021,25.11,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/6/2021,25.04,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/7/2021,24.98,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/8/2021,24.91,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/9/2021,24.85,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/10/2021,24.79,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/11/2021,24.72,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/12/2021,24.66,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/13/2021,24.6,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/14/2021,24.54,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/15/2021,24.48,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/16/2021,24.42,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/17/2021,24.36,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/18/2021,24.31,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/19/2021,24.25,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/20/2021,24.2,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/21/2021,24.14,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/22/2021,24.08,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/23/2021,24.03,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/24/2021,23.98,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/25/2021,23.92,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/26/2021,23.86,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/27/2021,23.81,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/28/2021,23.75,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/29/2021,23.7,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,11/30/2021,23.65,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/1/2021,23.6,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/2/2021,23.56,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/3/2021,23.51,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/4/2021,23.46,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/5/2021,23.42,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/6/2021,23.37,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/7/2021,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/8/2021,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/9/2021,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/10/2021,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/11/2021,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/12/2021,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/13/2021,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/14/2021,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/15/2021,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/16/2021,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/17/2021,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/18/2021,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/19/2021,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/20/2021,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/21/2021,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/22/2021,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/23/2021,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/24/2021,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/25/2021,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/26/2021,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/27/2021,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/28/2021,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/29/2021,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/30/2021,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,12/31/2021,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/1/2022,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/2/2022,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/3/2022,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/4/2022,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/5/2022,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/6/2022,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/7/2022,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/8/2022,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/9/2022,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/10/2022,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/11/2022,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/12/2022,,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/13/2022,18.25,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/14/2022,18.29,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/15/2022,18.25,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/16/2022,18.14,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/17/2022,18.14,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/18/2022,18.14,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/19/2022,18.15,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/20/2022,18.35,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/21/2022,18.32,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/22/2022,18.26,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/23/2022,18.1,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/24/2022,18.02,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/25/2022,18.21,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/26/2022,18.32,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/27/2022,18.23,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/28/2022,18.22,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/29/2022,18.21,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/30/2022,18.13,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,1/31/2022,18.19,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,2/1/2022,18.18,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,2/2/2022,18.16,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,2/3/2022,18.19,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,2/4/2022,18.25,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
USGS,3.63551E+14,2/5/2022,18.24,Qulin,36.5984722,-90.2603889,1,NAD83,23,315
